,Startup Name,Founding Date,City,Industry/Vertical,Sub-Vertical,Founders,Investors,Amount(in USD),Investment Stage
41,LEAD School,2012,Mumbai,Edtech,Offers an integrated system for schools by helping them digitize the entire curriculum,"Sumeet Yashpal Mehta, Smita Deorah","WestBridge Capital, Elevar Equity","$28,000,000",Series C
42,Trell,2016,Bangalore,Social e-commerce,Allows users to share their travel experiences,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba, Nirav Sheth","KTB Network, Samsung Ventures, Ankur Nagpal, Gokul Rajaram, Vineet Buch","$11,000,000",Series A
43,Captain Fresh,2019,Bangalore,Food & Logistics,Sea food Supply chain,Utham Gowda,Ankur Capital,"$2,300,000",Pre Series A
44,Teachmint,,Bangalore,Edtech,Empowers tutors with tools to deliver effective learning outcomes for students and parents,"Mihir Gupta, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Better Capital,Undisclosed,
45,Pixxel,2019,Bangalore,SpaceTech,Indian Earth observation startup,"Kshitij Khandelwal, Awais Ahmed","Lightspeed India Partners, Blume Ventures, GrowX ventures","$5,000,000",Seed Round
46,Habbit Health,2019,Delhi,Nutrition Tech,Applies modern science for healthier life through proprietary foods & digital ecosystem,Dhruv Bhushan,"3one4 Capital, Angel list India",Undisclosed,Pre seed Round
47,SmarterBiz,2014,Bangalore,Tech,An end-to-end CX platform enabled with the gig workforce,"Rajesh Bernard, Vijay Krishna, Prateek Mehta","StartupXseed Ventures, Bhaskar Pramanik, MJ Aravinf, Ravi Viswanath, Ramesh Radhakrishnan, Ranjan Biswas, MJ Aniketh.","$1,065,000",Pre series A
48,Able Jobs,2019,Bangalore,HR,Provides end to end hiring support to companies,"Ravish Agrawal, Swatantra Kumar, Siddharth Srivastav","SAIF Partners, Y Combinator, Neeraj Arora, Titan Capital, First Cheque.","$2,000,000",
49,Vieroots,2018,Kochi,Healthtech,Personalised lifestyle management using epigenetic science,Sanjeev Nair,Suniel Shetty,Undisclosed,
50,Stack Finance,2019,Bangalore,Fintech,"It automates invesments, expenses, borrowing under a single platform",Smriti Tomar,"SOSV, MOX (Mobile Only Accelerator)",Undisclosed,Seed Round
51,FPL Technologies,,Pune,Fintech,OneScore app is built by FPL - Free credit scoring and monitoring,Anurag Sinha,"Matrix Partners India, Sequoia Capital India, Hummingbird Ventures","$10,000,000",Series A
52,Masai School,2019,Bangalore,Edtech,It trains tech aspirants in full stack wed and android development,"Prateek Shukla, Nrupul Dev, Yogesh Bhat","Unitus Ventures, India Quotient, AngelList India","$2,500,000",Series A
53,Mitron,,Bangalore,Media,Short Video and Social Platform,"Shivank Agarwal, Anish Khandelwal.",Nexus Venture Partners,"$5,000,000",Series A
54,Daalchini,2017,,IoT,Physical and Digital vending machines startup,"Prerna Kalra, Vidya Bhushan",Artha Venture Fund,"$669,000",Pre series A
55,Suno India,2018,,Media,Multilingual podcast platform,"DVL Padma Priya, Rakesh Kamal, Tarun Nirwan",Shobu Yarlagadda,Undisclosed,Angel Round
56,LendingKart,2014,Ahmedabad,Fintech,Provides working capital loans and business loans to MSMEs,"Public banks, Private lenders","Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient","$16,076,000",Series D
57,Text Mercato,2015,Bangalore,,Cataloguing startup that serves ecommerce platforms,"Kiran Ramakrishna, Subhajit Mukherjee",1Crowd,"$649,600",Series A
58,Eden Smart Homes,2018,,IoT,Develops smart home automation systems,"Pranjal Kacholia, Divyansh Mathur",Inflection Point Ventures,Undisclosed,
59,GrayQuest,2017,Mumbai,Edtech,Enables parents to pay their annual education fees in up to 12 monthly installments,Rishab Mehta,Foundation Holdings,"$1,000,000",Pre series A
60,BigHaat,2015,Bangalore,Agritech,Agri-inputs ecommerce player,"Sateesh Nukala, SachinNandwana","Ankur Capital, Beyond Next Ventures","$2,000,000",Pre series A
61,CityCash,2017,Mumbai,Fintech,Focusses on creating a transit led micro-payments ecosystem,Vineet Toshniwala,Orios Venture Partners,"$1,000,000",Seed Round
62,HomeLane,2014,Chennai,Interior design,Provides interior designing solutions,"Srikanth Iyer, Rama Harinath","Evolvence India Fund (EIF), Pidilite Group, FJ Labs","$1,000,000",Series D
63,HungerBox,2015,Bangalore,Foodtech,"Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias","Sandipan Mitra, Uttam Kumar",IIFL Income Opportunities Fund,"$6,700,000",Series C
64,DaveAI,,Bangalore,AI,Sales augmentation platform with a vision to democratise AI for enterprises,"Ananthakrishnan Gopal, Ashok Balasundaram, Sriram P H",Mumbai Angels Network,Undisclosed,
65,Eduvanz,2016,Mumbai,Fintech,Digital finance NBFC that provides affordable education loans,"Varun Chopra, Raheel Shah",Sequoia India,"$5,000,000",Series A
66,ZipLoan,2015,Delhi,Fintech,Provides loans to MSMEs,"Kshitj Puri, Shalabh Singhal",Stride Ventures,"$2,000,000",
67,DocSumo,2019,Mumbai,AI,Platform helps to automate and analyse financial data,"Rushabh Sheth, Bikram Dahl","Better Capital, TechStars, Barclays.","$220,000",Seed Round
68,CUSMAT,2016,Warangal,AR/VR,It builds high immersion training systems for enterprises,"Abhinav Ayan, Anirban Jyoti Chakravorty, Soumyaranjan Harichandan","Venture Catalysts,  Raveen Sastry",Undisclosed,
69,Chingari,2018,Bangalore,Media,Short video platform,"Biswatma Nayak, Siddharth Gautam","AngelList India, Utsav Somani, Village Global, LogX Ventures, Jasminder Singh Gulati","$1,300,000",Seed Round
70,Bolo Indya,,Gurugram,Media,User-generated content platform,Varun Saxena,"Eagle10 Ventures, India Accelerator, HNIs","$300,000",Pre series A1
71,Data Sutram,2018,Kolkata,AI,Platform gathers intel from external data to provide location-based data intelligence.,"Rajit Bhattacharya, Aisik Paul, Ankit Das","Uday Sodhi, Mitesh Shah, Nitin Jain","$266,500",
72,Wobot Intelligence,,Delhi,AI,AI backed video analytics platform,"Adit Chhabra, Tapan Dixit,Tanay Dixit.",Sequoia Capital India,"$2,500,000",Pre series A
73,DrinkPrime,,Bangalore,Appliance,Subscription-based Water purifier startup,"Viijender Reddy, Manas Ranjan Hota",Sequoia Surge,"$2,879,000",Pre series A
74,Infeedo,2013,Gurugram,HR tech,An employee engagement HR analytics platform,"Tanmaya Jain, Varun Puri",Y Combinator,"$700,000",
75,Probus Smart Things,,Delhi,IoT,Platform for monitoring distribution sub-station performance and operations,"Anand Singh, Ankit Vaish",Unicorn India Ventures,Undisclosed,Seed Round
76,CrowdPouch,,Bangalore,Tech,A reward-based fundraising and preselling platform,Vittal Ramakrishna,Elina Investments,Undisclosed,Angel Round
