Company/Brand,HeadQuarter,Sector,What it does,Investor,Amount($),Stage,Year
Ninjacart,Bengaluru,B2B Agritech,Online grocery delivery platform,"Flipkart India, Singapore-based GEC3",10000000.0,Series C,2020
Wysh,Hyderabad,E-connect,Celebrity engagement and wishing platform,Kalaari Capital,2000000.0,Series A,2020
Keito,Pune,AI,Enterprise productivity startup,Suma Soft Pvt Ltd,160000.0,Seed Round,2020
Aadhar,Mumbai,Ecommerce,Ayurveda wellness and lifestyle consumer brand,"Sprout Venture Partners, JITO Angel Network, LetsVenture",3000000.0,Seed Round,2020
IncubateHub,Bengaluru,Tech hub,Provides platform for Corporates to connect establish brand presence among innovation community,Venture Catalysts,3000000.0,Seed,2020
Rage Coffee,Delhi,FMCG,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,Refex Capital,3000000.0,Seed,2020
Skilancer,Noida,Technology,Solar module cleaning system [MCS] providers,Venture Catalysts,3000000.0,Seed,2020
Harappa Education,Delhi,EdTech,Provides online courses on foundational skills,James Murdoch-led Lupa Systems,3000000.0,Seed,2020
Axio Biosolutions,Bengaluru,Medtech,Medical device manufacturer,Omidyar Network India,5200000.0,Series B,2020
PayMart,Chandigarh,Fintech,Provides cardless cash withdrawals through small merchants shops,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",3000000.0,Seed,2020
FabAlley,Noida,Ecommerce,Online fashion store,Trifecta Capital,1100000.0,Seed,2020
Generico,Mumbai,Pharmacy,Generic medicine focussed retail chain,Alteria Capital,1400000.0,Seed,2020
Capital Float,Bengaluru,Fintech,Digital lending,"Sequoia Capital, Ribbit Capital, Amazon, Saif Partners",15000000.0,Seed,2020
HighRadius,Hyderabad,SaaS,"An AI-based platform, to automate accounts receivables and treasury processes.",ICONIQ Capital,125000000.0,Series B,2020
Rivigo,Gurugram,Logistics,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies",Trifecta Capital,3400000.0,Series F,2020
BuildPan,Indore,SaaS,"It helps developers to test, integrate and deploy apps","HNIs in India, Japan, and the US",3000000.0,Seed Round,2020
Super Surfaces,Hyderabad,Deisgning,A design solution based company,Vishnu Reddy,500000.0,Series A,2020
Quicko,Ahmedabad,Taxation,Online tax planning and filing platform,"Zerodha fintech fund, Rainmatter",280000.0,Seed,2020
Satin Creditcare,Gurgaon,Fintech,A micro finance company,Austrian Bank,15000000.0,Seed,2020
FarmERP,Pune,Agritech,Smart agriculture management ERP software platform,TechnoGen,3000000.0,Series A,2020
GoMechanic,Delhi,Automobile Technology,Find automobile repair and maintenance service providers,"Chiratae Ventures, Sequoia Capital, Orios Venture Partners",14700000.0,Series B,2020
Fashor,Chennai,Fashion,Women’s fashion and apparel,Sprout venture partners,1000000.0,Pre Series A,2020
Leverage Edu,Delhi,EdTech,AI enabled marketplace that provides career guidance,"DSG Consumer Partners, Blume Ventures",1500000.0,Seed,2020
Purplle,Mumbai,Cosmetics,Online makeup and beauty products retailer,Verlinvest,8000000.0,Seed,2020
Shuttl,Delhi,Transport,App based bus aggregator serice,SIG Global India Fund LLP.,8043000.0,Series C,2020
Pando,Chennai,Logitech,Networked logistics management software,Chiratae Ventures,9000000.0,Series A,2020
Chai Kings,Chennai,Beverage,It offers a range of tea in various flavour,The Chennai Angels (TCA),1000000.0,Seed,2020
Go Desi,Delhi,Foodtech,Provides traditional delicacies,Rukam Capital,627300.0,Seed Round,2020
ProEves,Delhi,Preschool Daycare,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers",1Crowd,507000.0,Seed Round,2020
Bounce,Bengaluru,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Accel Partners, B Capital",97500000.0,Series D,2020
Bizongo,Mumbai,Marketplace,A B2B marketplace for packaging materials,Schroder Adveq,30000000.0,Series C,2020
AppsFlyer,Bengaluru,SaaS,Mobile marketing analytics and attribution platform,General Atlantic,210000000.0,Series D,2020
Digit Insurance,Bengaluru,Insurtech,General Insurance Company,"A91 Partners, Faering Capital, TVS Capital",84000000.0,Seed,2020
Livspace,Bengaluru,Interior Design,It offers end-to-end home design experience for homeowners and home designers,"Tahoe Investment Group, Mercer Investment",60000000.0,Series D,2020
GetVantage,Mumbai,Fintech,Revenue based finance provider,"Samyakth Capital, Venture Catalysts",3000000.0,Seed Round,2020
Konfinity,Noida,EdTech,Provides online coding courses,Angel investors,3000000.0,Seed,2020
Pine Labs,Noida,Fintech,Retail payment and hardware company,Mastercard,3000000.0,Seed,2020
Instoried,Delhi,SaaS,Augmented writing platform which improves customer interest and engagement.,"SOSV, Chinaccelerator",3000000.0,Seed,2020
Nupay,Haryana,Neo-banking,"Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts",Venture Catalysts,3000000.0,Seed,2020
Samosa Singh,Bengaluru,Food,Offers hygienic Indian Snacks,She Capital,2700000.0,Series A,2020
Crysta,Delhi,Healthtech,Offers diagnostic and screening services with regular counselling and clinical data management,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",1403400.0,Pre Series A,2020
Eupheus Learning,Delhi,EdTech,"Provides technology-led, subscription-based learning solutions to schools",Yuj Ventures,4300000.0,Series A,2020
Sarva,Mumbai,Healthcare,A wellness ecosystem built on the authentic foundations of Yoga,"Shikhar Dhawan, Mantra Capital",3000000.0,Seed,2020
Bounce,Bengaluru,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Accel Partners, B Capital",105000000.0,Series D,2020
Tea Trunk,Goa,Beverage,Global premium tea brand,Angel investors,220000.0,Seed,2020
Zoomcar,Bengaluru,Transport & Rentals,A car rental service platform,Sony Innovation Fund,30000000.0,Series D,2020
Mera Cashier,Noida,Fintech,App meant for small and micro businessmen to manage their transactions digitally,"Amit Singal, Manish Aggarwal",250000.0,Seed Round,2020
Zimyo,Gurugram,HR tech,Automates everyday HR processes with integrated solutions,Yatra Angel Network (YAN),3000000.0,Seed,2020
Sabse Sasta Dukaan,Kolkata,Pharmaceutical,Online pharmacy dealing in medicines,Angel investors,3000000.0,Seed,2020
Fitphilia,Mumbai,Healthtech,Provides IoT-enabled treadmill,Angel investors,3000000.0,Seed,2020
Medicus,Mumbai,Healthtech,AI-based platform that explains and interprets blood tests and medical reports,Angel investors,12700.0,Seed,2020
Monech,Mumbai,Fintech,Automated platform which will help users to take their financial decisions,Angel investors,12700.0,Seed Round,2020
Dealberg,Bengaluru,B2B marketplace,Deals in office supplies,Undisclosed,3000000.0,Seed,2020
Extra Edge,Pune,EdTech,Admission Marketing Automation software for the education industry,"Sprout Venture Partners, Indian Angel Network",700000.0,Pre Series A,2020
Capital Quotient,Bengaluru,Fintech,Investment advisor,Undisclosed,600000.0,Seed,2020
Karfa,Delhi,Ecommerce,It sells products crafted by artisans,Undisclosed,25000.0,Seed Round,2020
Goodmylk,Bengaluru,Dairy,Provides Vegan dairy products,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",400000.0,Seed Round,2020
AsknBid,Bengaluru,Investment Tech,It builds algorithmic investing-based tech products,Ravikanth Reddy & Mumbai Angel Network,3000000.0,Seed,2020
Sanfe,Delhi,Hygiene,Women health care and wellness product,"SucSEED Venture Partners, BIRAC, Elixir Pharma, Titan Capital",1100000.0,Pre series A,2020
ElecTorq,Delhi,Automobile,Electric vehicle startup,AdvantEdge,3000000.0,Seed,2020
Vedantu,Bengaluru,EdTech,Onine learning platform,Legend Capital,12500000.0,Series C,2020
Plop,Mumbai,Tech,It Provides an interactive fiction entertainment platform to entertain & educate Gen Z & Millennials in a language they understand,"Better Capital, LetsVenture, Rohit Chanana, Jayant Kadambi, Sunil Kumar Singhvi",3000000.0,Angel Round,2020
Lido Learning,Mumbai,EdTech,Online teaching service,Bace Capital,7500000.0,Series B,2020
Aye Finance,Gurugram,Fintech,A finance lender to SMEs,Undisclosed,23850000.0,Seed,2020
Swiggy,Bengaluru,Foodtech,Platform to order food online from restaurants and getting it delievered,"Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets",43000000.0,Series A,2020
Zomato,Gurugram,Foodtech,Online food delivery and restaurant discovery platform,Pacific Horizon,5000000.0,Seed,2020
JusPay,Bengaluru,Fintech,Online payment solutions,Vostok Emerging Finance,21600000.0,Series B,2020
Fingpay,Mumbai,Fintech,Provides payment solutions,IvyCap Ventures,3500000.0,Series A,2020
Recko,Bengaluru,SaaS,The platform enables AI-powered reconciliation of digital transactions,Vertex Ventures,6000000.0,Series A,2020
Furlenco,Bengaluru,Ecommerce,Furniture rental startup,"Chowdry Associates, Lightbox",10000000.0,Seed,2020
Mera Cashier,Noida,Fintech,App meant for small and micro businessmen to manage their transactions digitally,"Sukhbir Singh, India Accelerator, Boudhik Ventures, Shankar Nath, Shaurya Garg",150000.0,Seed,2020
Camp K12,Gurugram,EdTech,It connects students with tutors online,"Matrix Partners, SAIF Partners",4000000.0,Seed Round,2020
MedGenome,Bengaluru,Healthtech,Genetic diagnostic testing company,LeapFrog Investments,55000000.0,Series D,2020
Ergos,Bengaluru,Agritech,It enables farmers to digitise their foodgrain and also provide access to supply chain solutions,Aavishkar Capital,4598000.0,Seed,2020
Nykaa,Mumbai,Ecommerce,Deals in cosmetic and wellness products,Steadview capital,13137000.0,Seed,2020
Samadhan,Delhi,Insurance,They help find solutions to insurance related issues,Venture Catalysts,3000000.0,Seed Round,2020
SaScan,Bengaluru,Healthcare,Cancer diagnostics startup,Unicorn India ventures,3000000.0,Seed,2020
Lido Learning,Mumbai,EdTech,Online teaching service,"Pecus Capital, Madhur Deora",3000000.0,Seed,2020
CureFit,Bengaluru,Health and Fitness,"Integrated platform for food, fitness and meditation.",Temasek,115000000.0,Series D,2020
Nimesa,Bengaluru,SaaS,Cloud data managemnt solutions enterprise,Ideaspring capital,3000000.0,Seed,2020
Design X,Noida,IoT,Builds IoT based products,ThinkNext LLC,200000.0,Seed Round,2020
Driftly Electric,Bengaluru,Automobile,Electric vehicle startup,MG Motor India,3000000.0,Seed,2020
Imstrong,Bengaluru,Fitness,It is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.,Rainmatter,400000.0,Seed Round,2020
Craftsvilla,Mumbai,Marketplace,Online marketplace for ethnic wear,Supera Investments,3900000.0,Seed,2020
Rupifi,Bengaluru,Fintech,Offers financial products for SMEs,"Ashneer Grover, Kunal Shah, Ramakant Sharma",3000000.0,Pre seed round,2020
Big Basket,Bengaluru,E store,Online grocery store,Alibaba Holdings,60000000.0,Seed,2020
Capital Float,Bengaluru,Fintech,Online platform that provides working capital finance to SMEs,"Amazon Inc`, Dinesh J Hinduja",4800000.0,Series F,2020
SugarBox,Mumbai,Tech,Hyperlocal data distribution platform,Zee Entertainment Enterprises Limited,68525000.0,Seed,2020
Porter,Mumbai,Logistics,Logistics and fleet management,Lightstone Global Funds,18370000.0,Series D,2020
Finaureus Technologies,Pune,Fintech,Provides investment management solutions,Pinetree Capital,3000000.0,Pre series A,2020
Daily Ninja,Haryana,Ecommerce,Online Milk Delivery startup,Big Basket,349800.0,Seed,2020
Guvi Geek Network Pvt Ltd,Chennai,EdTech,Operates vernacular-language based education,Education Catalyst Fund,786000.0,Pre series A,2020
LoadShare,Bengaluru,Logistics,Provides technology based solutions to SMEs in logistics,CDC Group,2004000.0,Series B,2020
Vedantu,Bengaluru,EdTech,Onine learning platform,KB Global Platform Firm,6800000.0,Series C,2020
DMI Group,Delhi,Financial Services,Pan-India Credit providing platform,NXC Corporation,123000000.0,Seed,2020
Spintly,Goa,IoT,It is a wireless cloud-based access control system,Saltwater Venture Sparks,248000.0,Pre series A,2020
Credr,Mumbai,Automobile,A marketplace to buy and sell used bikes and scooters,Stride Ventures,3000000.0,Seed,2020
Bijak,Gurugram,Agritech,"It is a platform that gives agricultural commodity at better prices, increased working capital, and optimised logistics",RTP Global,12000000.0,Series A,2020
Bugworks,Bengaluru,Biopharma,A drug discovery company that aims to discover novel treatment options for resistant bacterial infections,"University of Tokyo Edge Capital, Global Brain Corporation",7500000.0,Seed,2020
Yap,Chennai,Fintech,Banking and payment products-focused API platform,BeeNext,4500000.0,Series A,2020
UzhavarBumi,Tamil Nadu,Dairy,Provides fresh dairy products,Angel Network,3000000.0,Seed,2020
SnackAmor,Mumbai,Food,It offers various healthy snacks,Undisclosed,3000000.0,Seed Round,2020
Tattva,Delhi,Beauty & wellness,Sells its organic and beauty products via marketplace,"Sukhbir Singh, Rakhee Singal",150000.0,Seed,2020
NoBroker,Bengaluru,Real Estate,Online real estate rental startup,General Atlantic,30000000.0,Seed,2020
Box8,Mumbai,Foodtech,Enables to order food online,"IIFL Seed Ventures Fund, Menlo park",4000000.0,Seed,2020
Capital Float,Bengaluru,Fintech,Online platform that provides working capital finance to SMEs,"Ribbit Capital, SAIF Partners, Sequoia Capital India, Amazon",15000000.0,Seed,2020
ITILITE,Bengaluru,Travel & SaaS,Platform for business travel,"Greenoaks Capital, Vy Capital. Matrix Partners India",13000000.0,Series B,2020
Aavenir,Ahmedabad,SaaS,Source-to-Pay Software,Accel,2000000.0,Seed Round,2020
Yellow Messenger,Bengaluru,AI,It offers conversational chatbots,"Lightspeed Venture Partners, Lightspeed India Partners.",20000000.0,Series B,2020
Ewar,Bengaluru,Gaming,E-sports and real-time gaming startup,"Jindal Steels, Jeet Banerjee",200000.0,Seed,2020
Wellthy Therapeutics,Bengaluru,Healthtech,It offers a digital therapeutics service,Saama Capital,4000000.0,Pre series A,2020
Power Gummies,Delhi,Health,Offers health supplements related gummies,Venture Catalysts,3000000.0,Seed,2020
Locale ai,Bengaluru,Location Analytics,It helps companies with moving assets  increase revenues and demand using real time location data and analytics,Better Capital,3000000.0,Seed,2020
FarEye,Delhi,Logistics,"It enables businesses to execute, track, predict and oprimize the movements of goods","M12, Honeywell venture capital, Eight Roads Venture",24500000.0,Series D,2020
BankBazaar,Chennai,Fintech,Online marketplace that gives customers instant customised offers on loans and credit cards,"Amazon, Sequoia, Walden SKT Venture Fund",3800000.0,Series D,2020
Pariksha,Pune,EdTech,Platform for vernacular test-preparation,"INSEAD Angels, IIT Kanpur Angels, Sixth Sense Ventures, Saahil Bhatia",3000000.0,Pre series A,2020
Zealthy,Bengaluru,Healthtech,"It connects women to healthproviders for specialities like infertility, maternity etc.,","KYT Ventures, First Cheque, AngelList",3000000.0,Seed Round,2020
QTalk,Bengaluru,Technology,Smart Phone Dialer,"Accel India, Lightspeed Venture Partners",1600000.0,Seed Round,2020
Shadez,Mumbai,Interior & decor,Paint Company,Inflection Point Ventures,100000.0,Seed Round,2020
Leap Finance,Bengaluru,Fintech,Provides education loans to students based on the student’s future income,Sequoia India,5500000.0,Seed,2020
Sleepy Owl,Delhi,Beverages,"It sells ready to drink cold brew coffees, brew boxes and packs.",Rukam Capital,3000000.0,Seed,2020
Tricog,Bengaluru,Healthtech,Provides virtual cardiology services through its AI-powered healthcare platforms,"UTEC-The University of Tokyo Edge Capital, Aflac Ventures, LLC, Dream Incubator, TeamFund",10500000.0,Series B,2020
GogoBus,Delhi,Travel tech,Inter-City Mobility Startup,Ixigo,3000000.0,Seed,2020
Trell,Bengaluru,Social e-commerce,Allows users to share their travel experiences,"Sequoia’s Surge, Fosun RZ",4000000.0,Pre series A,2020
Spaciya Consultants,Noida,Real Estate,Real estate consultancy firms,Alok Garg,500000.0,Pre series A,2020
Bounce,Bengaluru,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,InnoVen Capital,6500000.0,Seed,2020
Chqbook,Gurugram,Fintech,"Marketplace for small business owners, offering them products around lending, credit cards etc",Aavishkaar Capital,5000000.0,Series A,2020
SMEcorner,Mumbai,Fintech,Financial lending firm to SMEs,Paragon Partners,30000000.0,Series B,2020
Oda Class,Bengaluru,EdTech,"It offers content and material via video, adopting a dual-teacher model with IIT and NIT alumni",Yuanfudao,3000000.0,Pre series A,2020
Spinny,Haryana,E-tail,Used car retailing platform,"Nandan Nilekani, Sanjeev Aggarwal",43700000.0,Series B,2020
goStops,Delhi,Accomodation,A premium chain of youth hostels catering to the millennials,Atraxn Partners.,3000000.0,Seed,2020
Arya,Noida,Agritech,Provides post-harvest services across the agricultural value chain,LGT Lightstone Aspada,6000000.0,Series B,2020
Umeed Housing,Haryana,Fintech,Housing finance company,Morgan Stanley Private Equity Asia,23000000.0,Series D,2020
Flick Stree,Mumbai,AI & Media,Artificial intelligence-based video publishing network,Samsung Venture Investment,3000000.0,Series A,2020
Qure ai,Mumbai,Healthtech,Provides interpretations of radiology scans,Sequoia India,16000000.0,Seed,2020
MinionLabs,Bengaluru,Machine Learning,It leverages a Machine Learning-based approach to generate a comprehensive report on predictive analytics,Indian Angel Network,3000000.0,Seed,2020
Josh Talks,Haryana,Media,Community of young individuals providing a platform to showcase their stories,Media Development Investment Fund,1500000.0,Pre series A,2020
PhoneParLoan,Delhi,Fintech,Provides easy loans,Accelerator MOX,3000000.0,Seed,2020
RailYatri,Noida,Travel,A complete Indian railways app,"Nandan Nilekani, Samsung Venture Investment Corporation",13800000.0,Seed,2020
AjnaLens,Thane,Deeptech,"It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence","Maharashtra Defence, Aerospace Venture Fund (MDAVF)",1500000.0,Pre series A,2020
Pepper,Mumbai,Content Marktplace,End to end content creation platform,"Kunal Bahl, Rohit Bansal",306900.0,Seed funding,2020
Rupeek,Bengaluru,Fintech,An asset backed online lending platform,"GGV Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners",30000000.0,Seed,2020
iMerit,Kolkata,IT,Turns information into data that is usable for machine learning processes,CDC Group Plc,20000000.0,Series B,2020
BharatPe,Delhi,Fintech,Digital payments platform,Ribbit Capital,75000000.0,Series C,2020
Near Store,Mumbai,Ecommerce,Enables a shop to create an online presence,Sauce.vc,300000.0,Seed Round,2020
Vogo,Bengaluru,Automotive,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,Lightstone Aspada,20000000.0,Series C,2020
Prayaan Capital,Chennai,Fintech,"NBFC that lends to micro, small, and medium-sized enterprises (MSMEs)",Accion Venture Lab,1200000.0,Seed Round,2020
Salesken,Bengaluru,AI & Data science,Provides sales professionals with intelligence on various aspects of the sales pitch,Sequoia India,8000000.0,Series A,2020
Paper Boat,Bengaluru,Food & Beverages,Ecommerce platform for beverages and snacks,"Advent Management, A91 Emerging Fund, Trifecta Venture",4049500.0,Seed,2020
Excess2Sell,Mumbai,Ecommerce,B2B Marketplace for Overstock & Surplus Inventory,Gautham Madhavan,1000000.0,Seed,2020
Stanplus,Hyderabad,Healthtech,Ambulance service,Pegasus FinInvest,1500000.0,Pre series A,2020
Pitstop,Bengaluru,Automobile,Doorstep car service,TPG-backed Group Landmark,2500000.0,Series A,2020
Univariety,Hyderabad,EdTech,Online marketplace that provides career counselling and college guidance,Info Edge,1100000.0,Seed,2020
Peel Works,Mumbai,SaaS,E-commerce for corner/retail stores.,CESC Ventures,42.23,"Series C, D",2020
CoreStack,Chennai,Technology,Enterprise cloud governance technology startup,Naya Ventures,8500000.0,Series A,2020
Vivriti Capital,Chennai,Fintech,Digital lending startup,LGT Lightstone Aspada,50000000.0,Series B,2020
Agnikul,Chennai,Spacetech,"It designs, fabricates, tests and launch orbital class launch vehicles",pi Ventures,3148000.0,Pre series A,2020
Khatabook,Bengaluru,Fintech,It helps SMEs to maintain their accounts and ledger online.,Mahendra Singh Dhoni,3000000.0,Seed,2020
ZunRoof,Gurugram,Cleantech,"It specialises in solar rooftop design, installation, and management using technology",Godrej Investments,3000000.0,Series A,2020
OM Bhakti,Bengaluru,FMCG,A puja cotton-wicks manufacturing startup,Venture Catalysts,3000000.0,Seed Round,2020
Lal10,Uttar Pradesh,B2B,It helps Indian artisans and SMEs reach out to global retailers,Sorenson Impact,1100000.0,Seed,2020
Strata,Bengaluru,Proptech,Real estate investment platform,"SAIF Partners, Mayfield India",1500000.0,Seed Round,2020
Anaxee Digital Runner,Indore,Tech,A tech-enabled ID verification and data collection startup,Orios Venture Partners,3000000.0,Seed,2020
Ola Electric,Bengaluru,eMobility,Electric vehicle,Pawan Munjal Family Trust Fund,1000000.0,Seed,2020
Multi Living,Mumbai,Real Estate,"It curates apartments from the homeowners, performs the quality check and offers the homes with built-in services to the potential tenants",Lodha Ventures,6000000.0,Seed,2020
FamPay,Bengaluru,Fintech,"It allows parents to send money to their kids below the age of 18, which they can spend securely under parent supervision.","Y Combinator, Venture Highway, Sequoia India, Global Founders Capital",4700000.0,Seed Round,2020
UnboxRobotics Labs,Bengaluru,Automation tech,Automated flexible parcel sorting solutions for logistics providers,"Arali Ventures, CIIE.CO",500000.0,Seed Round,2020
Karbon Card,Bengaluru,Fintech,Specialisde corporate cards for startups,"Kunal Shah, Amrish Rau, Jitendra Gupta",2000000.0,Seed Round,2020
Airmeet,Bengaluru,Media & Networking,"A platform to host, discover, and attend fully remote events like conferences and professional meet-ups",Accel India,3000000.0,Seed,2020
Innerchef,Gurgaon,Foodtech,Cloud kitchen platform,Mistletoe,1000000.0,Seed,2020
Epigamia,Mumbai,FMCG,Flavoured and greek yoghurt brand,KA Enterprise,2558000.0,Series C,2020
StyleNook,Mumbai,Ecommerce,Marketplace for fashionable apparel,"Lead Angels Network, Stanford Angels",3000000.0,Seed,2020
Callido Learning,Mumbai,EdTech,Provides a structured educational approach to critical thinking and problem solving skills,Education Catalyst Fund,3000000.0,Seed,2020
Soxytoes,Delhi,Ecommerce,Online store to buy various types of socks including funky and colorful socks,Angel network,3000000.0,Seed,2020
F5,Delhi,E-market,Retail Aggregator,LetsVenture investors,3000000.0,Seed Round,2020
CollegeKhabri,Bhopal,EdTech,Platform is an end-to-end college and career counselling platform for students,Vishal Dixit,3000000.0,Seed,2020
Fanspole,Thane,Entertainment,India's only social fantasy gaming platform,"Mohan Verma, Better Capital",3000000.0,Pre-Seed,2020
Picxy,Hyderabad,Media,Stock photo industry,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan",250000.0,Seed,2020
Flickstree,Mumbai,Tech,World's largest video publisher,"MOX, Venture Catalysts",40900.0,Seed,2020
Clientjoy,Gujarat,SaaS startup,Client Management Software For Modern Agencies.,"LetsVenture, Jyotsna Bapat",800000.0,Pre-series A,2020
Xpressbees,Pune,E-commerce,Xpressbees is an e-commerce logistics company that provides reliable logistics solutions to its partners.,"Alibaba Group, InnoVen Capital",100000000.0,Seed,2020
GalaxyCard,Gurugram,FinTech,Mobile based Instant credit card. | Easiest way to get a credit card. Get one in 3 minutes,India Accelerator,3000000.0,Seed,2020
Wellness Forever,Mumbai,HealthTech,Wellness Forever is the one-stop destination for wellness,"Poonawalla, Allana Group",100000000.0,Seed,2020
MoooFarm,Gurugram,AgriTech,MoooFarm is an information technology company that bridges the technology gap to help marginalized dairy farmers.,"Navus Ventures, Rockstart",500000.0,Pre-seed,2020
BitClass,Bengaluru,PaaS startup,BitClass is a PaaS solution which helps teachers set up their independent live classes,"AET Japan, Figure Eight Investments, Waterbridge Ventures",2000000.0,Seed,2020
Gonuts,Mumbai,Entertainment,Personalised Video shoutouts from favourite celebrity.,"Sweta Rau, Archana Priyadarshini",400000.0,Seed,2020
Uolo,Bengaluru,EdTech,Uolo Technology is founded by paranoid parents who want to make a difference to preschool experience.,"Rajul Garg, Purvi Capital",2000000.0,Seed,2020
Kirana King,Jaipur,Retail,"A revolutionary idea of standardization, digitization & centralization to traditional Grocery system.",Rajasthan Venture Capital Fund,900000.0,Pre-series A,2020
Jade Forest,Delhi,Beverages,"NATURALLY THE BEST From zero artificial ingredients in our drinks to the way they make you feel, we bring you a bespoke range of natural mixers.",Undisclosed,250000.0,Seed,2020
iKure,Kolkata,HealthTech,iKure is a social enterprise that delivers primary healthcare and wellness & prevention services to communities in India,"Ratan Tata, Inflection Point Ventures, Ankur Mittal",3000000.0,Seed,2020
FrontRow,Bengaluru,EdTech,"Comprehensive courses, taught by idols.","Lightspeed, Elevation, Deepika Padukone",3200000.0,Seed,2020
Reliance Retail,Mumbai,E-commerce,Reliance Retail Ventures Limited is a subsidiary company of Reliance Industries Limited.,"Abu Dhabi Investment Authority, GIC",10000000.0,Seed,2020
TUBBR,Frisco,Social Media,World's First Personal Social Network,Global Ascent Partners,3000000.0,Seed,2020
Ather Energy,Bengaluru,Automobiles,Ather Energy is a manufacturer of electric scooters.,HeroMotoCorp Ltd and Sachin Bansal,35000000.0,Series D,2020
Routematic,Bengaluru,SaaS startup,Vision is to enable a safer and more comfortable commute to work for employees of India Inc.,"VAMM Ventures, Naresh Malhotra",2000000.0,Seed,2020
LivFin,Delhi,FinTech,LivFin is a non-banking financial company registered with the Reserve Bank of India (RBI),"DEG, KFW DEG",4700000.0,Seed,2020
Universal Sportsbiz Pvt Ltd,Bengaluru,Fashion startup,A fashion startup based in Bengaluru.,"Accel, Alteria Capital",3000000.0,Seed,2020
Lattu Kids,Mumbai,EdTech,Lattu kids is an edutainment platform for preschool kids.,Mumbai Angels Network,3000000.0,Seed,2020
Eggoz,Indore,Food & Bevarages,"Eggoz is a brand of fresh and chemical-free eggs, produced in tech-enabled & nutrition-engineered deep integration partnership with farmers.","AVANA Capital, Rebright Partners",1500000.0,Pre-series A,2020
Steradian Semiconductors,Bengaluru,Deeptech,Semiconductor company focused on CMOS millimeter wave products for Radar.,Endiya Partners.,3000000.0,Seed,2020
CHARGE+ZONE,Gujarat,EV startup,"Charge+Zone provides services in renewable energy solutions, product development, and software engineering company.",Mumbai Angels,3000000.0,Pre-series A,2020
Stones2milestones,Gurugram,EdTech,Stones2milestones is India (Delhi) Based EdTech Company,"Menterra Venture Advisors, Emandi Sankara Rao",2000000.0,Bridge,2020
Udacity,California,EdTech,"Udacity develops an online learning platform offering programs in artificial intelligence, machine learning, and robotics sector.","Hercules Capital, Inc.Bertelsmann",75000000.0,Debt,2020
AjnaLens,Thane,AR/VR startup,"AjnaLens develops AR/VR wearables primarily for the Defence, Education and enterprise customers.","Mohsin Hani Al Bahrani, MoD",1000000.0,Bridge,2020
Biocon,Bengaluru,Healthcare,"Biocon is a healthcare and technology, company focused on biotechnology.",Goldman Sachs,15000000.0,Seed,2020
BlackSoil,Mumbai,FinTech,Blacksoil Advisory is an independent boutique advisory firm.,Undisclosed,10000000.0,Seed,2020
Stride Ventures,Delhi,Venture capitalist,Stride Ventures is a venture capital firm in India which aims to invest in innovative startups across the country.,Small Industries Development Bank of India,80000000.0,Seed,2020
LAVAL,Bengaluru,Cosmetics,"Laval Cosmetics, affordable makeup for all ages",Jazal Group,3000000.0,Pre-series A,2020
Prolixr,Gurugram,Skincare startup,A premium skincare brand committed towards building innovative skin care wellness.,"Alfa Ventures, Divij Bajaj",3000000.0,Seed,2020
Byju's,Bengaluru,EdTech,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Owl Ventures, Tiger Global Management",200000000.0,Seed,2020
DaMENSCH,Bengaluru,E-commerce,DaMENSCH is a designer and seller of men's apparel.,"Whiteboard Capital, Matrix Partners India",6000000.0,Seed,2020
Country Delight,Haryana,Food and Beverages,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,"Orios Venture Partners, Matrix Partners India",25000000.0,Series C,2020
SignalX,Hyderabad,AI startup,SignalX offers an artificial intelligence-powered SaaS platform,"9Unicorns, 3Lines VC, Hyderabad Angels",800000.0,Seed,2020
Lancify,Bengaluru,EdTech,Lancify is building the world's strongest young workforce,"Techstars, Techstars Bangalore Accelerator",300000.0,Seed,2020
